#NAME?,90064,233280,top 5 scary things caught on camera,1,1
#NAME?,11311520,11378224,the nukes top 5 facebook page where you,1,1
#NAME?,11659520,11746224,should be featured in a top 5 thanks for,1,1
fNgHZ7IIGv4,11568640,11636160,informative top 10s published every day,1,1
y3JemKZxIn0,326400,411840,and welcome to channel top five top ten,2,3
y3JemKZxIn0,374400,453120,get ready for the top ten most,1,1
ZBySGQdSAv0,1372000,1445440,put a little on top because it feels,1,1
ZBySGQdSAv0,2566880,2667200,okay okay so i just not on the top of it,1,1
ZBySGQdSAv0,3961744,4014400,i dont we put nothing right on the top,1,1
ZBySGQdSAv0,4873920,4940800,see they have normal fat on top and then,1,1
ZBySGQdSAv0,8253920,8367200,have to go on the top option mister move,1,1
ZBySGQdSAv0,12226720,12289600,sometimes i just have to cut the top off,1,1
ZBySGQdSAv0,12311680,12375040,rather cut off the top so that i can see,1,1
ZBySGQdSAv0,13727840,13787840,gonna take off the top of this it,1,1
ZBySGQdSAv0,14048464,14087184,the top,1,1
ZBySGQdSAv0,15652320,15703680,stops at top citizen but thats why the,1,2
ZBySGQdSAv0,15681120,15731040,top stitches needs to come on in about,1,1
ZBySGQdSAv0,18039520,18249760,are but thats the top of it right there,1,1
ZBySGQdSAv0,18285280,18458080,the little hair follicles on top and now,1,1
ZBySGQdSAv0,18557920,18735040,out hairs on our top over on our ears,1,1
ZBySGQdSAv0,22160144,22204784,top of your skin and this is the whole,1,1
wmSy93UvppQ,146864,236144,looking at the top five fastest top,2,1
wmSy93UvppQ,546240,632160,to determine your cars top speed there,1,1
wmSy93UvppQ,1106880,1186080,edition with the theoretical top speed,1,1
wmSy93UvppQ,1422720,1491840,a very good top speed great handling and,1,1
wmSy93UvppQ,2277920,2381280,achieving a top speed of 281 miles per,1,1
wmSy93UvppQ,3279200,3352160,a theoretical top speed of two hundred,1,1
wmSy93UvppQ,4530240,4633120,achieving a top speed of 284 miles per,1,1
wmSy93UvppQ,5432160,5528640,standard and the theoretical top speed,1,1
wmSy93UvppQ,6477280,6581104,clocking a top speed of 285 miles per,1,1
wmSy93UvppQ,7167840,7234080,lower theoretical top speed at two,1,1
wmSy93UvppQ,7289280,7363680,greater top speed in comparison to the,1,1
wmSy93UvppQ,8235520,8351680,achieving a top speed of 285 miles per,1,1
wmSy93UvppQ,9005280,9086400,lightest its theoretical top speed is,1,1
wmSy93UvppQ,9991520,10090064,achieving a top speed of 290 miles per,1,1
wmSy93UvppQ,10314224,10390064,full throttle car while maintaining top,1,1
wmSy93UvppQ,10390064,10478384,does the highest top speed really matter,1,1
wmSy93UvppQ,10478384,10568144,of top speed for the best handling,1,1
wmSy93UvppQ,10741424,10811024,the fastest top speed car in forza,1,1
d0bSIvqalgE,23504,92144,amazing top tenors im rebecca foley and,1,2
d0bSIvqalgE,92144,148800,i am talking the top 10 things to do in,1,1
d0bSIvqalgE,337904,394560,they do deserve top tens of their own so,1,1
d0bSIvqalgE,1993904,2051520,knew i would love to do top tens about,1,1
d0bSIvqalgE,2051520,2102720,meanwhile you can check out dannys top,1,1
d0bSIvqalgE,3490400,3560480,absolutely do the next thing on our top,1,1
d0bSIvqalgE,5868000,5939520,kinds of birds now on top of that photo,1,1
d0bSIvqalgE,6551680,6614080,important moment in our top ten things,1,1
d0bSIvqalgE,7737760,7796320,the top ten things to do in canada did i,1,1
d0bSIvqalgE,7950400,8000320,this has been most amazing top ten be,1,1
uGSu6mhk3RQ,915840,947840,refrain i wanted to make top 1,1,0
uGSu6mhk3RQ,1059520,1091520,i wanted to make top 1,1,0
uGSu6mhk3RQ,1443200,1475200,days to try the top 1 without prone,1,0
uGSu6mhk3RQ,2260480,2292480,i want to make top 1 me,1,0
uGSu6mhk3RQ,2292480,2324480,i want to make top 1 me,1,0
uGSu6mhk3RQ,2333120,2365120,i want to make top 1 me,1,0
uGSu6mhk3RQ,2374400,2406400,i want to make top 1 me,1,0
uGSu6mhk3RQ,2412480,2444480,i want to make top 1 me,1,0
uGSu6mhk3RQ,2450880,2482880,i want to make top 1 me,1,0
uGSu6mhk3RQ,2492160,2514560,i want to make top 1 me,1,0
uGSu6mhk3RQ,2514560,2553600,i want to make top 1 me,1,0
SuwTMeStGRg,480,84000,today were gonna be showing you the top,1,1
SuwTMeStGRg,1166880,1241760,this top 10 list so im gonna show you,1,1
SuwTMeStGRg,1577264,1640144,the top right which is its default,1,1
SuwTMeStGRg,2263680,2340960,position which is at the top right of,1,1
SuwTMeStGRg,2871824,2948640,from the top once you use it so its not,1,1
SuwTMeStGRg,5545120,5631040,top but now you have this emergency sos,1,1
SuwTMeStGRg,8213584,8301920,can see you can take a look at the top,1,1
SuwTMeStGRg,10712000,10793120,all that just took a minute tops and,1,1
HUIBUYdEPPg,246400,321280,down our picks for the top 10 airports,1,1
HUIBUYdEPPg,8040160,8110224,guerre ports holding the top spot as,1,1
HUIBUYdEPPg,8151040,8232160,tops all the categories its extremely,1,1
HUIBUYdEPPg,8750560,8811040,for more interesting top 10s published,1,1
xoeugiKN5RQ,232640,275840,top 10 best cities to visit in europe,1,1
xoeugiKN5RQ,1191504,1274544,but make sure to review this list of the top 10 best cities to visit in europe before heading,1,1
2QkRcDSClS0,141760,166080,hey  cyp  do we make a top 10 games of the year,1,0
2QkRcDSClS0,217920,252480,but i am an adult too but we will redo a top 10,1,0
2QkRcDSClS0,295680,381440,top 10 for honor samurai katanas knights castles vikings attack with the ax,1,0
2QkRcDSClS0,446080,469120,top 9 cuphead,1,0
2QkRcDSClS0,590720,614080,top 8nier automata,1,0
2QkRcDSClS0,879680,953600,its not the top 10 most stupid death most useful tips that no,1,0
2QkRcDSClS0,956480,1024000,its not the top 10 of the biggest guys the cringest moments that no,1,0
2QkRcDSClS0,1025280,1120960,but its the top 10 best games 2017,1,0
2QkRcDSClS0,1178240,1214720,top 7 tekken 7 not done on purpose,1,0
2QkRcDSClS0,1329920,1403520,top 6 horizon im too strong discreet invisible odorless,1,0
2QkRcDSClS0,1478080,1546560,top 5 mario raving rabbids their world merge theres a glitch,1,0
2QkRcDSClS0,1627200,1694400,top 4 resident evil vii in this shack not easy to be discreet,1,0
2QkRcDSClS0,1773120,1883200,top 3 super mario odyssey i throw my cap on the spit and i transform myself into various and varied stuff,1,0
2QkRcDSClS0,1921920,1989120,top 2 pubg or fortnite 100 on the same island it goes into big fight,1,0
2QkRcDSClS0,2068480,2136640,top 1 zelda breath of the wild sword arrow bow and chainmail,1,0
2QkRcDSClS0,2216000,2279680,its not the top 10 most stupid death most useful tips that no,1,0
2QkRcDSClS0,2283520,2354880,its not the top 10 of the biggest guys the cringest moments that no,1,0
2QkRcDSClS0,2357120,2506240,but its the top 10 best games 2017,1,0
2QkRcDSClS0,2506240,2574720,its not the top 10 most stupid dead most useful tips that no,1,0
2QkRcDSClS0,2576320,2652480,its not the top 10 of the biggest guys the cringest moments that no,1,0
2QkRcDSClS0,2652480,2809280,but its the top 10 best games 2017,1,0
L0r0VTos_wU,51840,132944,attractions but one of the official top,1,1
L0r0VTos_wU,3792160,3910720,in the top spot an amazing destination,1,1
L0r0VTos_wU,4372624,4461584,now see londons official top ten,1,1
M2C5Y3cp10A,193440,269280,is the top ten live news reporting fails,1,1
M2C5Y3cp10A,5302880,5373440,number one spot for the top ten live,1,1
M2C5Y3cp10A,5973440,6027200,two previous most amazing top 10 videos,1,1
M2C5Y3cp10A,6027200,6081440,them and keep watching most amazing top,1,1
Rk3oEJrQ4UI,127680,195840,counting down our picks for the top ten,1,1
gedVHbgIt7c,20640,155040,swatted top ten gamers swatted on,1,1
9VFbRFauI4M,296160,366720,counting down our picks for the top ten,1,1
9VFbRFauI4M,1179360,1248000,that showed off her toned stomach to top,1,1
9VFbRFauI4M,9839184,9908800,outfit for more shopping top pens,1,1
eQMP74-XziI,348464,417120,down our picks for the top ten,1,1
eQMP74-XziI,1607664,1670560,top three most intelligent breeds but,1,1
eQMP74-XziI,8300480,8366240,given a squid before we reveal our top,1,1
eQMP74-XziI,9222080,9294080,guessed that our top pick was going to,1,1
eQMP74-XziI,10393120,10473440,were rats for more informative top 10s,1,1
upfu5nQB2ks,6588144,6883344,ingredient is at the top of this 80foot,1,1
upfu5nQB2ks,15191200,15275680,one at the top and then gripping the,1,1
Darq-Xxh6WM,9688800,9741120,right there over the top and i hit him,1,1
CI_Y6RLRtis,364304,436304,for the top 10 celebrities with the,1,1
CI_Y6RLRtis,6599984,6660464,number four carrot top youre not gonna,1,1
CI_Y6RLRtis,6709440,6780960,carrot top does qualify as a celebrity,1,1
CI_Y6RLRtis,6940320,7028624,thompson carrot top managed to secure a,1,1
CI_Y6RLRtis,7355984,7444320,carrot top and the slightly revised,1,1
CI_Y6RLRtis,10775360,10850080,mindblowing top 10s published every day,1,1
HXL5PS041yg,2890720,2939040,the top of comedy cuz katt williams is,1,1
HXL5PS041yg,10801760,10880000,show why you cut a hole in the top of,1,1
VUyEPf-IvdM,200640,282240,for the top ten healthiest foods for,1,1
VUyEPf-IvdM,6416144,6508624,delicious top 10s published every day be,1,1
SVYotEl0QNc,12800,122224,top ten accidents and metal smelting number ten,1,1
SVYotEl0QNc,2291040,2370720,are put into on top of the tank and it is not always easy to do it properly on,1,1
_BOFv_CfWWc,118560,202560,top 10 jersey shore fights listen bitch,1,1
l13OJInODo8,605120,762400,hey boarded a beer top who you are,1,0
l13OJInODo8,2174240,2420320,ila kyon oh a trap abuse to the tops a,1,1
l13OJInODo8,2315344,2420320,chilled id top layer upon layer,1,0
l13OJInODo8,2676960,2808640,commune de top litigator topple zuma do,1,0
fhN7f1GtE9Q,161760,220304,be counting down our picks for the top,1,1
fhN7f1GtE9Q,2911840,2963200,to top a live performance answer with,1,1
fhN7f1GtE9Q,3624640,3674080,top and back and forth performance with,1,1
fhN7f1GtE9Q,3649120,3684160,a pair perfectly instinct from top to,1,1
uStFvcz9Or4,257744,369584,these are the top 10 potential energy sources of tomorrow,1,1
oWIx3Erswh8,389904,463200,and these are my top 10 best tornadoes,1,1
1qj2rwIVW-A,6216480,6311520,slope at the top of mount elizabeth most,1,1
t1myw_0W5E8,130720,199360,top 15 mistakes that beginner film,1,1
p4a0F-7LWt4,243840,325904,counting down our picks for the top 10,1,1
p4a0F-7LWt4,13851184,13920784,the most scandalous for more top 10s,1,1
NeEpjHxZEUM,194864,280144,counting down our picks for the top 10,1,1
RROs-zCrSko,410704,505264,of great new features so this is the top,1,1
RROs-zCrSko,1167680,1224320,either at the top or the bottom of the,1,1
OlGGB_-Wf8U,6391664,6463040,our top 10 list is one of the most,1,1
OlGGB_-Wf8U,10570560,10676144,mccoy up top,1,1
OlGGB_-Wf8U,22785920,22882864,back too he can help over the top he can,1,1
OlGGB_-Wf8U,25382560,25438240,the tops of their professions and head,1,1
OlGGB_-Wf8U,28914064,28982544,interceptions pretty damn hard to top,1,1
gsp71FJCDy0,2416800,2492640,discovered at the very tops of the,1,1
RtSS0SJE8oE,89280,131520,top 10 things that keep me awake at night,1,1
SSxgnu3Hww8,193600,288480,sometimes its fun to sing along sothe thinking atheist presentsour top,1,1
SSxgnu3Hww8,6706224,6814064,by natural selection there they are our top ten favorite creationists,1,1
MEmAGJac7Is,271184,398880,down our picks for the top 10 difficult,1,1
MEmAGJac7Is,5583840,5674560,on top of that sanskrit requires a very,1,1
MEmAGJac7Is,10865120,10948960,top 10s published every day be sure to,1,1
NB4-I5M9YXA,344320,404800,were counting down our picks for the top 10 failed mcdonalds products,1,1
NB4-I5M9YXA,10773120,10811840,for more odd top 10s published every day,1,1
iEgu6p_frmE,193920,255360,hes warren buffett and here are his top 10 rules for success,1,1
yqQZHCJaIgI,0,67680,hello and welcome to top hat this brief,1,1
yqQZHCJaIgI,67680,158400,easily navigate your top hat course to,1,2
yqQZHCJaIgI,113744,219360,log in go to top hat comm and click,1,1
yqQZHCJaIgI,699360,783824,top hat questions your professor asks in,1,1
yqQZHCJaIgI,1146240,1210544,click the x in the top lefthand corner,1,1
JtRrNfbKKLg,490560,596944,monster bug wars top ten bug battles of,1,1
JtRrNfbKKLg,9158560,9276640,top ten continuous with carnage on a bug,1,1
JtRrNfbKKLg,9645440,9759360,the top 10 countdown continuous as a,1,1
JtRrNfbKKLg,17220800,17345600,then more top ten bug battles deadly,1,1
JtRrNfbKKLg,17633600,17770080,in top 10 bug battle number 6 trapjaw,1,1
JtRrNfbKKLg,22536320,22661760,at number five in the top 10 countdown,1,1
JtRrNfbKKLg,27295824,27370064,top ten war to end all wars,1,1
JtRrNfbKKLg,31100320,31178240,these top ten goliaths,1,1
JtRrNfbKKLg,34481424,34604000,our top 10 battle number 2 opens as two,1,1
JtRrNfbKKLg,35941904,36215040,face looks can kill for our top battle a,1,1
JtRrNfbKKLg,40986240,41132800,the bug worlds top battles are never a,1,1
eQ9kVUVddkQ,414240,526560,counting down our picks for the top 10,1,1
eQ9kVUVddkQ,7920960,7993920,top pick here are a few honorable,1,1
eQ9kVUVddkQ,9525264,9597760,needed for more non regretful top 10s,1,1
#NAME?,1097280,1162080,corn and we have a list of the top ten,1,1
PHrB81tJZxw,1272144,1341920,its gonna drop in from the top safety,1,1
PHrB81tJZxw,9400320,9446720,over the top,1,1
PHrB81tJZxw,9813760,9871664,lined up in the slot at the top of your,1,1
KzG-mJgj-E4,190560,251504,top eight mistakes that chess players,1,1
KzG-mJgj-E4,356624,448624,without further ado the top eight chess,1,1
KzG-mJgj-E4,8266560,8336160,these are the top bait mistakes i see,1,1
7pNqTuvBE9M,250560,317744,counting down our picks for the top 10,1,1
7pNqTuvBE9M,277904,351840,outrageous americas next top model,1,1
7pNqTuvBE9M,612480,738720,top best friend number 10 the conveyor,1,1
7pNqTuvBE9M,3475040,3541760,boyfriend at home on top model doesnt,1,1
7pNqTuvBE9M,5571840,5640960,up for top model she could surely expect,1,1
7pNqTuvBE9M,5840800,5907040,but this is americas next top model,1,1
7pNqTuvBE9M,7440480,7518720,episode of americas next top model the,1,1
7pNqTuvBE9M,8957744,9083984,the top model judges in cycle six tyra,1,1
7pNqTuvBE9M,9694560,9767520,strong the top model panel critique can,1,1
7pNqTuvBE9M,10704464,10751984,top pick here are a few honorable,1,1
7pNqTuvBE9M,13291344,13381424,original top model cared and how some,1,1
7pNqTuvBE9M,13820800,13936480,for more entertaining top 10s published,1,1
mF60y1LJ3k8,238080,293744,gonna be showing you the top five paid,1,1
mF60y1LJ3k8,1964640,2024144,at the top is from youtube itll also,1,1
mF60y1LJ3k8,4278400,4347520,menu button in the top left you can also,1,1
mF60y1LJ3k8,4502560,4596144,the top five hidden apps list now next,1,1
mF60y1LJ3k8,6120624,6175360,its definitely one of the top 3 apps,1,1
mF60y1LJ3k8,6736800,6800624,mostwatched top list,1,1
mF60y1LJ3k8,6758400,6830400,top rated but then you have the netflix,1,1
mF60y1LJ3k8,7450544,7512480,theaters new hd releases top rated and,1,1
mF60y1LJ3k8,9460800,9536160,be for the top album chart so us or uk,1,1
mF60y1LJ3k8,9888000,9961920,that dna song is at the top so you can,1,1
mF60y1LJ3k8,11604000,11672640,into the top app section and when we go,1,2
mF60y1LJ3k8,11646240,11703360,into the top app section youll see an,1,1
mF60y1LJ3k8,12103200,12173760,top section so these are all the top,2,2
mF60y1LJ3k8,12967520,13029424,some of the top books so you have all,1,1
mF60y1LJ3k8,13637600,13687040,top five hidden apps that are not on the,1,1
8hux__r6Q54,483360,538560,counting down our picks for the top 10,1,1
8hux__r6Q54,10728320,10794560,matter what you chose for more top 10s,1,1
LLmejXuh5VI,379184,456000,of tri city basketball programs in top,1,1
LLmejXuh5VI,1241280,1306080,some of the top players in this region,1,1
LLmejXuh5VI,1872480,1940640,top 40 camp said great camp its great,1,1
NY5KGQS0ujo,1189600,1276000,known as next launched the top global,1,1
NY5KGQS0ujo,1613904,1763200,whole the top global university project,1,1
NY5KGQS0ujo,1808144,1908144,type a top type universities that,1,1
NY5KGQS0ujo,3165440,3250880,being taken by the top global,1,1
NY5KGQS0ujo,3749120,3843680,the top global universities will help,1,1
2JTsJUTm5ek,831824,862064,here at top gear have a hatred of the,1,1
2JTsJUTm5ek,1376000,1460000,hybrid top secret stuff and very,1,1
FUOLJIuuSYw,220576,253008,here are the top 10 unforgettable moments,1,1
#NAME?,76640,178080,top ten best universities in the world,1,1
#NAME?,277440,358560,benefits such as top athletics programs,1,1
RLhmG-LIwnE,184304,425744,the top ten cheeses cheese for this list,1,1
RLhmG-LIwnE,397440,469904,were looking at the top cheeses in the,1,1
RLhmG-LIwnE,7081120,7170704,top pick here are some honorable,1,1
RLhmG-LIwnE,7419360,7483200,the top but you dont need much because,1,1
RLhmG-LIwnE,8587200,8672480,informative top 10s published every day,1,1
bfs0w4MHkr4,4092160,4142560,anyway everyone thats my top five,1,1
9pbkifK02fQ,153120,238080,in the game domain top 10 series since,1,1
9pbkifK02fQ,2494544,2552160,the tippy top of the new donk city hall,1,1
9pbkifK02fQ,4140000,4213440,kingdom with the aim to jump off the top,1,1
9pbkifK02fQ,4249440,4324320,the top of the building in poison lake,1,1
9pbkifK02fQ,4904624,4974224,correct moment those are the top ten,1,1
0ZL_q7oUVrQ,486400,609440,cincinnati back on top,1,1
oPwmaKR4d6o,661120,740800,at buckingham you can complete your degree in two years and get top quality teaching,1,1
Csl2ccBpo4g,72464,169920,want to give you my top 10 list of job,1,1
Csl2ccBpo4g,934064,995040,this top 10 question even seasoned,1,1
Csl2ccBpo4g,6236800,6331360,top two or three things you excel at,1,1
Csl2ccBpo4g,7684640,7786400,answer this top 10 question first talk,1,1
Csl2ccBpo4g,13576320,13646400,other top 10 question what is your,1,1
Csl2ccBpo4g,16445104,16556944,top be concise talk about the people you,1,1
Csl2ccBpo4g,17922400,18017920,afraid to answer this top ten question,1,1
Csl2ccBpo4g,19974080,20068624,one is number 10 top 10 questions do you,1,1
Csl2ccBpo4g,22883520,22959520,alright that wraps up the top ten job,1,1
wq-gba5nMrc,251200,313920,hes bill gates and here are his top ten rules for success,1,1
wq-gba5nMrc,7268480,7403840,deciding to go into partnership with paul allen is probably at the top of the list then subsequently,1,1
9e_mqibZc-Q,4379696,4421264,whatever you talk about alibabas always top,1,1
T0Z73Zbtlyg,7109440,7158400,that the two teams were battling for resources from nokias top executives,1,1
T0Z73Zbtlyg,14876800,14921600,those were 6 huge blunders by some top companies,1,1
r5Ox-lSkzPw,383024,452624,will be looking at the top 15 most,1,1
kpt98Kgs_TI,3297440,3390544,top of delvin breaux safety help doesnt,1,1
kpt98Kgs_TI,3747520,3826240,down the field top of the screen,1,1
r5Ox-lSkzPw,383024,452624,will be looking at the top 15 most,1,1
kpt98Kgs_TI,3297440,3390544,top of delvin breaux safety help doesnt,1,1
kpt98Kgs_TI,3747520,3826240,down the field top of the screen,1,1
#NAME?,90064,233280,top 5 scary things caught on camera,1,1
#NAME?,11311520,11378224,the nukes top 5 facebook page where you,1,1
#NAME?,11659520,11746224,should be featured in a top 5 thanks for,1,1
OsAU02RiFac,1280,37600,how’s it going all of you most amazing top 10ers,1,1
OsAU02RiFac,348640,419360,so here are the top 10 convicts who freak out after given a life sentence,1,1
g7o1jL1863Q,5233584,5284480,was and im top of that she didnt get a,1,1
GZS0icVCB80,29760,90240,top five central today were gonna be,1,1
GZS0icVCB80,63840,132480,looking at the top 10 roller coasters,1,1
GZS0icVCB80,10527200,10587344,and those are lists of the top ten,1,1
YoLQx5WI6AM,94880,209120,top 5 mysterious creatures caught on,1,1
YoLQx5WI6AM,10112944,10178224,most of the videos in this weeks top 5,1,1
YoLQx5WI6AM,10217600,10321760,videos for the top 5 you can do that at,1,1
YoLQx5WI6AM,10255520,10348640,facebookcom slash nooks top 5 just,1,1
lUMckamcbgs,204304,268320,me on the top you never know maybe i,1,1
lUMckamcbgs,1133760,1200480,happen but top eight is that the first,1,1
lUMckamcbgs,11030560,11107360,youre a top player of my heart that is,1,1
lUMckamcbgs,14713280,14765600,i was already top of the line when it,1,1
lUMckamcbgs,16966864,17034080,weve got top four coming up for you but,1,1
lUMckamcbgs,18802880,18857120,yep thats a full frame top basically,1,1
lUMckamcbgs,22121120,22214400,yeah ill land on top like so,1,1
MmE8Wx_Gk9g,208304,294720,down our picks for the top 10 biggest,1,1
_ByyWDOJtRI,76784,165280,counting down our picks for another top,1,1
RWn6AjDc_hI,26118240,26195040,shes just been a bit over the top okay can i be honest with you  you have,1,1
vwrKs4kuWBs,2525760,2590080,being pulled to the top of the hill when,1,1
vwrKs4kuWBs,4782560,4844000,thats a 14 story building top its,1,0
vwrKs4kuWBs,9864160,9922240,plus if you apple near in the top 5s,1,1
evakuNhnNTs,82080,149760,counting down our picks for the top 10,1,1
evakuNhnNTs,108464,185760,worst americas next top model makeovers,1,1
evakuNhnNTs,2567520,2633264,and definitely didnt scream top model,1,1
fNgHZ7IIGv4,251040,449280,counting down our picks for the top 10,1,1
fNgHZ7IIGv4,3901920,3984480,and you got your canadonts top shelf,1,1
fNgHZ7IIGv4,6261920,6329600,around 25000 in mexico and at the top,1,1
fNgHZ7IIGv4,7088480,7167200,landing somewhere in the top 10 to 15 at,1,1
fNgHZ7IIGv4,8349584,8414384,top universities in the country its,1,1
fNgHZ7IIGv4,8382224,8462880,also typically ranked within the top 30,1,1
fNgHZ7IIGv4,11568640,11636160,informative top 10s published every day,1,1
y3JemKZxIn0,326400,411840,and welcome to channel top five top ten,2,3
y3JemKZxIn0,374400,453120,get ready for the top ten most,1,1
ZBySGQdSAv0,1372000,1445440,put a little on top because it feels,1,1
ZBySGQdSAv0,2566880,2667200,okay okay so i just not on the top of it,1,1
ZBySGQdSAv0,3961744,4014400,i dont we put nothing right on the top,1,1
ZBySGQdSAv0,4873920,4940800,see they have normal fat on top and then,1,1
ZBySGQdSAv0,8253920,8367200,have to go on the top option mister move,1,1
ZBySGQdSAv0,12226720,12289600,sometimes i just have to cut the top off,1,1
ZBySGQdSAv0,12311680,12375040,rather cut off the top so that i can see,1,1
ZBySGQdSAv0,13727840,13787840,gonna take off the top of this it,1,1
ZBySGQdSAv0,14048464,14087184,the top,1,1
ZBySGQdSAv0,15652320,15703680,stops at top citizen but thats why the,1,1
ZBySGQdSAv0,15681120,15731040,top stitches needs to come on in about,1,1
ZBySGQdSAv0,18039520,18249760,are but thats the top of it right there,1,1
ZBySGQdSAv0,18285280,18458080,the little hair follicles on top and now,1,1
ZBySGQdSAv0,18557920,18735040,out hairs on our top over on our ears,1,1
ZBySGQdSAv0,22160144,22204784,top of your skin and this is the whole,1,1
O0noPvDcwmM,600000,660000,whoo welcome back to top id gaming,1,1
O0noPvDcwmM,660000,744000,the top 5 fort night live events ranked,1,1
O0noPvDcwmM,1861440,1908960,growth structure on top and throughout,1,1
O0noPvDcwmM,11074720,11131840,list of the top five for tonight live,1,1
O0noPvDcwmM,11422240,11502240,here on top 5 gaming,1,1
