qJwecTgce6c,11716544,11778512,you also learned how to calculate the volume of some basic 3d shapes,1,1
beSs8R3AASQ,90240,158400,chapter 13 for ruby volume 6 now,1,1
beSs8R3AASQ,269744,354240,that ruby volume 6 has concluded with,1,1
beSs8R3AASQ,435360,516000,but this has been an incredible volume i,1,1
beSs8R3AASQ,516000,586560,step of the way i think volume 6 closed,1,2
beSs8R3AASQ,551504,632160,two volumes three and four is one of if,1,2
beSs8R3AASQ,586560,650880,not the best volume of ruby thus far,1,1
beSs8R3AASQ,731040,795824,be going to atlas next volume we still,1,1
beSs8R3AASQ,971504,1008944,get through before the volume is,1,1
beSs8R3AASQ,1042064,1100640,like i said once this goes up the volume,1,1
beSs8R3AASQ,3123520,3196480,volume six chapter twelve seeing red i,1,1
beSs8R3AASQ,22382080,22435360,with every volume that ends its a,1,1
beSs8R3AASQ,22469440,22525600,forward effing utley to volume 7 to,1,1
qI9Z1wpwG-A,3863040,3942240,a major plot point volume one heroes win,1,3
qI9Z1wpwG-A,3917280,3965280,volume two heroes when falling for,1,3
qI9Z1wpwG-A,3965280,4013760,volume six heroes win,1,1
qI9Z1wpwG-A,4596480,4669920,for the earlier volumes a time where,1,1
qI9Z1wpwG-A,5138880,5224320,disgrace i mean just go back to volume 2,1,1
qI9Z1wpwG-A,7849600,7906720,volume two what happened to having,1,1
JeBokBu7Lck,0,116640,how is the volume controlled through,1,1
JeBokBu7Lck,289904,377280,the volume from my laptop and also my av,1,1
JeBokBu7Lck,377280,447840,and lower volume before it is sent to my,1,2
JeBokBu7Lck,405600,479840,receiver is the volume being controlled,1,1
JeBokBu7Lck,523680,595680,is the volume also controlled digitally,1,1
JeBokBu7Lck,3321104,3432640,instructions for your volume go through,1,1
JeBokBu7Lck,3611184,3694224,where the volume is actually changing,1,1
JeBokBu7Lck,3897744,4023040,change the volume okay so thats pretty,1,1
JeBokBu7Lck,4440000,4518704,we can change volume without actually,1,1
JeBokBu7Lck,4639664,4711184,volume control is and there its,1,2
JeBokBu7Lck,4677104,4765280,changing the volume and thats how your,1,1
JeBokBu7Lck,4765280,4901760,control the volume through hdmi using,1,1
y3TjAHV7esk,4160,207840,let us work this out the first thing we do in order to work on volumes we need write,1,1
y3TjAHV7esk,228640,260640,what is a volume again,1,2
y3TjAHV7esk,260640,350560,volume is the amount of space occupied by a solid so we are looking in here how many,1,0
y3TjAHV7esk,425600,537424,out at the volume of space inside this particular shape equal let us write down that formula,1,1
y3TjAHV7esk,537424,730384,so a volume of a cylinder is pi r squared x height or length so lets,1,1
y3TjAHV7esk,941264,1005744,come up with the final volume,1,1
y3TjAHV7esk,1005744,1194400,so volume v pi x radius i said was 3 and that is going to be 3 squared x the height,1,1
y3TjAHV7esk,1194400,1437280,or the length which is 9m simplify volume equals pi x 9 x 9 9 x 9 is 81,1,2
y3TjAHV7esk,1437280,1579680,volume the complete volume inside that space are this cylinder in total is 81 x pi or 81,2,1
1jrzAAxfmA4,624944,709920,of a low volume workout which means that,1,1
1jrzAAxfmA4,11150560,11196640,isnt enough volume for you youre,1,1
rOs3acfnLww,0,105600,volume volume is the measure of the,2,2
rOs3acfnLww,217440,316800,need to measure the volume of both,1,2
rOs3acfnLww,257744,373904,objects to find the volume of the filter,1,2
rOs3acfnLww,316800,478080,we use the formula volume equals length,1,1
rOs3acfnLww,669600,841440,centimeters our calculated volume is 125,1,1
rOs3acfnLww,947824,1048784,result we need to find the volume of the,1,1
rOs3acfnLww,1048784,1150544,volume of an irregular solid fill up a,1,1
rOs3acfnLww,1453440,1548960,also the volume of the rock everything,1,1
rOs3acfnLww,1548960,1625760,a measurable volume if you were to enter,1,1
rOs3acfnLww,1646384,1701904,thats your volume,1,1
HR_ifI3aXl4,472304,555824,shape and i need that that volume back,1,1
HR_ifI3aXl4,658560,724320,that volume where it just like sits up,1,1
HR_ifI3aXl4,2785920,2863680,that volume back in so i have move,1,1
HR_ifI3aXl4,3671040,3766560,still want to keep my volume like i said,1,1
HR_ifI3aXl4,5552960,5615360,adds like that much volume back to you,1,1
HR_ifI3aXl4,6786240,6899040,has a lot more volume as you can see and,1,1
HR_ifI3aXl4,7654080,7753920,straight and boring it had no volume to,1,1
Ph9t-JDDtWY,41280,119520,volume six from october 27th when it,1,2
Ph9t-JDDtWY,73920,143040,first aired to today january 26th volume,1,1
Ph9t-JDDtWY,762240,858720,going to be wearing in volume 7 now,1,1
Ph9t-JDDtWY,11448800,11517440,going to play a role in future volumes,1,1
Ph9t-JDDtWY,12753920,12840320,that we saw at the beginning of volume,1,1
Ph9t-JDDtWY,13514240,13654880,see that in volume 7 and im im looking,1,2
Ph9t-JDDtWY,13592960,13730720,forward to volume 7 so much after this,1,2
Ph9t-JDDtWY,13654880,13782560,but as a finale for volume 6 i gotta say,1,1
Ph9t-JDDtWY,13782560,13874240,volume 6 has been extremely strong so,1,1
Ph9t-JDDtWY,14292320,14365280,finales that weve had for volume 4 i,1,2
Ph9t-JDDtWY,14330720,14407040,really liked the naca lavvy volume 5,1,1
Ph9t-JDDtWY,14428160,14516960,well as the attack on haven and volume 3,1,2
Ph9t-JDDtWY,14478080,14550080,especially like the volumes in my,1,1
Ph9t-JDDtWY,14550080,14675360,and yes this volume did have the fight,1,1
Ph9t-JDDtWY,15126560,15195680,it has in previous volumes and yes i,1,1
Ph9t-JDDtWY,16040960,16154240,volume 5 the episodes for volume 5 14 of,2,2
Ph9t-JDDtWY,16291040,16393760,long this volume we had one episode that,1,1
Ph9t-JDDtWY,16501760,16569424,a stronger volume and i do prefer a,1,2
Ph9t-JDDtWY,16530080,16653424,stronger volume versus longer content,1,1
Ph9t-JDDtWY,18686880,18784320,have done cordovan spit in this volume a,1,1
Ph9t-JDDtWY,18833760,18915360,a volume but i feel that the fennec true,1,1
Ph9t-JDDtWY,18877440,18959520,finale of the volume was last episode,1,1
Ph9t-JDDtWY,18993600,19100160,volume 7 we have so many major players,1,1
Ph9t-JDDtWY,19699680,19818720,charge herself volume 7 i have really,1,1
Ph9t-JDDtWY,20164320,20233440,in volume 7 i have really high hopes for,1,2
Ph9t-JDDtWY,20204640,20270880,it because volume 6 has picked it up,1,3
Ph9t-JDDtWY,20233440,20312160,from volume 5 im hoping volume 7 takes,2,2
Ph9t-JDDtWY,20364000,20432160,the same level as the rest of volume 6,1,1
Ph9t-JDDtWY,20979840,21064320,thought of this episode the volume in,1,1
Ph9t-JDDtWY,21107520,21180960,volume 6 what were the high points what,1,1
gNg77aqxiF8,1740000,1896960,the same volume and how do i do that,1,1
gNg77aqxiF8,1823344,1974240,first we will calculate the total volume,1,1
gNg77aqxiF8,2016480,2132160,volume volume dad ive heard about,2,3
gNg77aqxiF8,2089904,2162240,volume before but i dont really,1,1
gNg77aqxiF8,2162240,2316000,jc volume is the space occupied by an,1,1
gNg77aqxiF8,2670400,2753280,volume of the pastry box and how do we,1,2
gNg77aqxiF8,2724640,2823520,calculate volume,1,1
gNg77aqxiF8,3413280,3577920,centimeter the volume of the dice will,1,1
gNg77aqxiF8,3775840,3880960,dad we will now find out the volume of,1,1
gNg77aqxiF8,3880960,4012960,volume of this dice ok dad but how relax,1,1
gNg77aqxiF8,5316800,5409440,120 dies but dad what will be the volume,1,1
gNg77aqxiF8,5473760,5577600,to find out the volume of the box we,1,2
gNg77aqxiF8,5536320,5631840,simply have to multiply the volume of a,1,1
gNg77aqxiF8,5823360,5991360,right dad exactly so the volume of a,1,1
gNg77aqxiF8,5991360,6134400,dad and the volume of 30 such pasty,1,1
gNg77aqxiF8,6238224,6355360,jaesi to find out the volume of any cube,1,1
gNg77aqxiF8,6443184,6578064,remember that the basic unit of volume,1,2
gNg77aqxiF8,6500800,6686544,is a cubic centimeter that is the volume,1,2
gNg77aqxiF8,6831024,6973920,volume of 1 dice to find the volume of,2,2
gNg77aqxiF8,7021104,7157920,lets find each ones volume sure dad,1,1
gNg77aqxiF8,7299040,7485760,ones volume okay that box once length,1,1
gNg77aqxiF8,7539504,7668144,centimeters so the volume is the volume,2,2
gNg77aqxiF8,7852800,7963840,now you find out the volume of the,1,1
gNg77aqxiF8,8073920,8190560,volume is equal to 30 centimeters,1,1
gNg77aqxiF8,8401280,8525120,the 30 pastry boxes oh yeah the volume,1,1
gNg77aqxiF8,8484800,8597920,of the second box is equal to the volume,1,1
gNg77aqxiF8,8779520,8881280,taught me the concept of volume lets,1,2
gNg77aqxiF8,8831360,8933600,revise what i learned today volume is,1,1
gNg77aqxiF8,8933600,9026240,basic unit of volume is one cubic,1,1
gNg77aqxiF8,9142880,9259520,volume of solid shapes like cubes or,1,2
gNg77aqxiF8,9195200,9316160,cuboids to find the volume of a cube or,1,1
gNg77aqxiF8,9383360,9478880,volume of an object is easy when we know,1,1
r7BCe4fh6a0,280144,356464,session is all about the volume i,1,1
r7BCe4fh6a0,2381280,2421600,conclusion to this little volume phase,1,1
T_ZSLBeIBbE,324960,397280,of like the backlog of ruby like volumes,1,1
LZxXUb9iAZc,156480,198400,to find the volume of a cube,1,1
LZxXUb9iAZc,584320,755200,when finding volume don’t forget to mention the unit is a cube with three dimensions,1,1
LZxXUb9iAZc,779200,889600,to get a rectangular prism’s volume right length x width x height,1,1
LZxXUb9iAZc,889600,988800,cubic units label three dimensions when we answer any volume questions,1,1
LZxXUb9iAZc,1217600,1390400,when finding volume don’t forget to mention the unit is a cube with 3 dimensions,1,1
LZxXUb9iAZc,1390400,1480000,a solid shape made of more than one prism has a volume you can find with this wisdom,1,1
LZxXUb9iAZc,1480000,1568000,think of each shape separately and find the volume of each individually,1,1
LZxXUb9iAZc,1571200,1659200,then add the volumes nine and one we get ten cubic units and this problem’s done,1,1
LZxXUb9iAZc,1668800,1843200,when finding volume don’t forget to mention the unit is a cube with three dimensions,1,1
LZxXUb9iAZc,1846400,2025600,when finding volume don’t forget to mention the unit is a cube with three dimensions,1,1
WPyNjbI4_G8,56160,158864,this is a video on volume as always,1,1
WPyNjbI4_G8,680160,775200,have come up on volume so lets start,1,1
WPyNjbI4_G8,775200,912000,volume well ill just draw a quick shape,1,1
WPyNjbI4_G8,1163024,1250400,perfectly flat and volume then is the,1,1
WPyNjbI4_G8,1250400,1440480,a 3d shape takes up so volume is the,1,1
WPyNjbI4_G8,1479360,1553760,know is volume is the amount of space a,1,1
WPyNjbI4_G8,1553760,1602240,of volume we need to know these well it,1,1
WPyNjbI4_G8,1602240,1670880,there are many units of volume sometimes,1,1
WPyNjbI4_G8,1800960,1860000,volume would be millimeters cubed,1,1
WPyNjbI4_G8,1907024,1990544,volume centimeters cube so some of the,1,2
WPyNjbI4_G8,1951664,2033264,common units of volume are millimeters,1,1
WPyNjbI4_G8,2033264,2123344,sometimes straight volume measures like,1,1
WPyNjbI4_G8,2214064,2308160,terms of volume well it gives you this,1,1
WPyNjbI4_G8,2308160,2417104,volume of a prism is the area of the,1,1
WPyNjbI4_G8,2797264,2871680,so to work out the volume of any prism,1,1
WPyNjbI4_G8,2948000,3032480,shape is that would give you the volume,1,1
WPyNjbI4_G8,2987200,3073264,okay using that knowledge of what volume,1,2
WPyNjbI4_G8,3032480,3102544,is the units of volume and the formula,1,1
WPyNjbI4_G8,3102544,3174544,to move on to some simple volume,1,1
WPyNjbI4_G8,3303664,3414064,question would be whats the volume of,1,1
WPyNjbI4_G8,3414064,3507664,from the formula book that the volume of,1,1
WPyNjbI4_G8,3965584,4027024,work out the volume the volume would,2,2
WPyNjbI4_G8,4146544,4255840,areas centimeter squared volume is,1,1
WPyNjbI4_G8,4909584,5158224,volume you simply do 45 multiplied by 11,1,1
WPyNjbI4_G8,6017760,6114224,centimeters squared so whats the volume,1,2
WPyNjbI4_G8,6074400,6144624,the volume therefore is the,1,1
WPyNjbI4_G8,6547520,6632480,to work out its volume we work out the,1,1
WPyNjbI4_G8,7106720,7206560,volume you multiply that crosssectional,1,1
WPyNjbI4_G8,7462880,7532000,the volume there,1,2
WPyNjbI4_G8,7487680,7585280,okay so weve worked out the volume of,1,1
WPyNjbI4_G8,8112320,8232800,the volume questions in the higher unit,1,1
WPyNjbI4_G8,8352320,8420960,the book you will have the volume of a,1,1
WPyNjbI4_G8,8420960,8503040,perfectly round football and the volume,1,1
WPyNjbI4_G8,8705760,8846880,volume of a cone and is 13 times pi,1,1
WPyNjbI4_G8,9130560,9187200,could work out the volumes of each of,1,1
WPyNjbI4_G8,10121264,10210080,meters cubed the volume of the cone here,1,1
WPyNjbI4_G8,10210080,10272000,for the volume of the cone so ive just,1,1
WPyNjbI4_G8,11229440,11309440,questions that have come up on volume,1,1
XjTwEizRL50,28320,91200,finished watching volume 6 chapter 13,1,2
XjTwEizRL50,60960,136304,the final episode of your before volume,1,2
XjTwEizRL50,91200,161280,6 its crazy how quick this volume flew,1,1
XjTwEizRL50,791504,841920,gonna be doing like a whole volume 6,1,1
XjTwEizRL50,924480,974384,about the volume a bit but specifically,1,1
XjTwEizRL50,974384,1037760,gonna be like a whole recap of volume 6,1,1
XjTwEizRL50,2687520,2735520,volume has had a gen lock add honestly,1,1
XjTwEizRL50,3303344,3375344,little bit in volume 6 for example her,1,1
XjTwEizRL50,3456000,3502080,of it was pink but in volume 6 the,1,1
XjTwEizRL50,7158224,7219184,cool stuff in this volume and its kind,1,1
XjTwEizRL50,7323840,7384800,stuff this volume because this whole,1,1
XjTwEizRL50,7339184,7430400,volume hes been a bit useless honestly,1,1
XjTwEizRL50,7667520,7731840,the volume 3 crow who was the badass,1,1
XjTwEizRL50,8771520,8820480,earlier chapters of this volume like,1,1
XjTwEizRL50,17327360,17426704,were on the volume 7 coming up so you,1,1
XjTwEizRL50,23612320,23645920,callback to volume for chapter one with,1,1
XjTwEizRL50,23734240,23794720,out again like they did in volume four,1,1
XjTwEizRL50,24079360,24133120,happened to the volume five seen guys,1,1
XjTwEizRL50,24244960,24306400,happened there and volume six but i,1,1
XjTwEizRL50,24318400,24358720,inson maybe well get in volume seven or,1,1
XjTwEizRL50,24803680,24862240,volume i think this was definitely maybe,1,2
XjTwEizRL50,24836320,24897280,the best volume in the entire show,1,1
XjTwEizRL50,25015840,25105120,obviously this volume was a very high,1,2
XjTwEizRL50,25068640,25179040,light volume for ozpin and neo fans so,1,1
XjTwEizRL50,25179040,25244800,this is my favorite volume is biased for,1,1
XjTwEizRL50,25266880,25332160,favorite volume i really dont know i,1,1
XjTwEizRL50,25332160,25378240,volume one was my favorite just because,1,1
XjTwEizRL50,25378240,25448800,it was like the og volume and its just,1,1
XjTwEizRL50,25591840,25653280,but because of neo returning volume,1,2
XjTwEizRL50,25626400,25689280,because of austin backstory in volume 5,1,1
XjTwEizRL50,25708000,25762720,favorite volume even though it did have,1,1
xMz9WFvox9g,4817920,4856160,it looks like it has a larger volume,1,1
xMz9WFvox9g,4880800,4935360,and remember volume is just how much space something takes up,1,1
xMz9WFvox9g,5281280,5330560,can define a unit volume or unit cube,1,1
xMz9WFvox9g,5690960,5720960,and so to measure volume we could say well,1,1
xMz9WFvox9g,6357920,6411520,or you could have 8 units cubed volume,1,1
xMz9WFvox9g,7455360,7521920,especially in three dimensions when we call it volume,1,1
I30-_4GcBnA,4589600,4670240,volume for one she has bad one she has,1,1
I30-_4GcBnA,10878720,10940640,ruby im gonna direct four volumes if,1,1
I30-_4GcBnA,16524944,16611344,first couple volumes like this because,1,1
I30-_4GcBnA,18042240,18097440,involved in a ruby but in this volume,1,1
I30-_4GcBnA,21731840,21822560,looks like volume three years and,1,2
I30-_4GcBnA,21794240,21858080,everyone has like their volume volume,2,2
I30-_4GcBnA,30560624,30622080,because the volume is over but we are,1,1
I30-_4GcBnA,35358400,35459680,volume 7 it would be really interesting,1,1
I30-_4GcBnA,35638720,35708800,during volume 7 because i guarantee you,1,1
I30-_4GcBnA,39362880,39420000,last volume and then it didnt happen,1,1
I30-_4GcBnA,43367040,43441904,less like around 14 volume something,1,1
I30-_4GcBnA,44754720,44845440,show goes on for another ten volumes or,1,2
I30-_4GcBnA,44845440,44934240,five years theyll do seven volumes,1,1
I30-_4GcBnA,44934240,45026880,do a new volume they start a new volume,2,2
I30-_4GcBnA,46476800,46552640,them an entire volume they went to,1,1
I30-_4GcBnA,46868960,46934720,what if theres gonna be 20 volumes i,1,1
HlXSF1hhdb8,276320,344160,terrifying true scary stories volume,1,1
RSoxZdzZv5s,123360,191504,now the finale of volume 6 thanks to,1,1
RSoxZdzZv5s,496800,556800,to the volume 6 review as a whole it,1,1
RSoxZdzZv5s,1370400,1446240,volume 6 episode 30 the episode starts,1,1
RSoxZdzZv5s,8694224,8768640,scene in volume 6 and this one scene is,1,1
RSoxZdzZv5s,9395520,9465120,her in volume 7 so they are teasing her,1,1
RSoxZdzZv5s,9465120,9549120,even once during volume 6 but this is,1,1
RSoxZdzZv5s,10217264,10293104,reason this is the worst scene in volume,1,1
RSoxZdzZv5s,11151840,11227680,a season since the end of volume 2 with,1,1
RSoxZdzZv5s,14164480,14243680,finally end the final review of volume 6,1,1
hUVAKqDbO50,39054400,39140800,episode 1 of season 7 chapter of volume,1,1
cWUDxEahf-o,128160,189120,latest chapters of volume 6 spoilers man,1,1
cWUDxEahf-o,423360,502560,more robust adaptation of ruby volumes 1,1,2
cWUDxEahf-o,470864,535680,and volume 2 as opposed to the rough,1,1
cWUDxEahf-o,592320,651824,of volumes 1  2 while simultaneously,1,1
cWUDxEahf-o,673920,713264,volumes of the show being kicked off,1,1
cWUDxEahf-o,995040,1058880,cover the first five episodes of volume,1,1
cWUDxEahf-o,1587360,1657904,havent been this nervous since volume 5,1,1
cWUDxEahf-o,1657904,1748144,been any episodes this volume that have,1,1
cWUDxEahf-o,1778384,1836000,with volume 3 finale vol 4 with the,1,2
cWUDxEahf-o,2182560,2260320,but for the last two volumes right she,1,1
cWUDxEahf-o,3908640,3968640,last few chapters of the volume so im,1,1
cWUDxEahf-o,3968640,4035344,off the volume this has been a fantastic,1,2
cWUDxEahf-o,3986880,4080000,volume thus far adams in the mix blake,1,1
cWUDxEahf-o,4473120,4572480,volume 6 chapter 11 the lady in the shoe,1,1
cWUDxEahf-o,5490240,5559360,volume like volume 6 what are they gonna,2,2
cWUDxEahf-o,5559360,5631360,the teases in the lead up to volume 7 i,1,1
cWUDxEahf-o,20578240,20673920,the opening scene reminded me of volume,1,1
cWUDxEahf-o,21785280,21850560,friend of the volume without a doubt,1,1
cWUDxEahf-o,21850560,21920160,the of the volume for sure the,1,1
Hf59PtI4LCs,1600,56000,volume of a sphere,1,0
Hf59PtI4LCs,1896000,1980800,to find the volume of a sphere divide the sphere into equal sized pyramids with same base and height,1,0
Hf59PtI4LCs,2662400,2736000,volume of a pyramid is equal to 1 upon 3 into area of base into height,1,0
Hf59PtI4LCs,4224000,4240000,volume of the first pyramid is equal to 1 upon 3 into a1 into r,1,0
Hf59PtI4LCs,4241600,4308800,volume of the second pyramid is equal to 1 upon 3 into a2 into r,1,0
Hf59PtI4LCs,4320000,4376000,volume of the last pyramid is equal to 1 upon 3 into an into r,1,0
Hf59PtI4LCs,4398400,4472000,volume of sphere is equal to total volume of all pyramids,2,0
Hf59PtI4LCs,5108800,5168000,volume of sphere is equal to 4 upon 3 into pi into r cube,1,0
OOHQNaSebKo,1353120,1444320,volumes i think in total right now a,1,2
OOHQNaSebKo,1400640,1457264,volume 89 is gonna be released soon i,1,1
OOHQNaSebKo,1532640,1599840,talking about the volume covers just in,1,1
OOHQNaSebKo,1632000,1696784,the volume itself like what the chapters,1,2
OOHQNaSebKo,1663200,1724144,are in there but just the volume covers,1,1
OOHQNaSebKo,2924160,2994720,of you know volumes of bleach here and,1,1
OOHQNaSebKo,3103680,3162720,one piece volume 84 so you got you know,1,1
OOHQNaSebKo,3228960,3304784,compare that to a kubo volume and,1,1
OOHQNaSebKo,3315824,3383344,i think the bleach volumes look really,1,1
OOHQNaSebKo,4517760,4577760,volume of one piece i had to include,1,1
OOHQNaSebKo,4604160,4713120,the early volumes of one piece oda does,1,1
OOHQNaSebKo,5566560,5650560,the first volume itself its nothing,1,1
OOHQNaSebKo,6150704,6238880,you know so that thats the first volume,1,1
OOHQNaSebKo,6287040,6371520,volume cover of the early series alright,1,1
OOHQNaSebKo,6463664,6534224,this is the first volume that is,1,1
OOHQNaSebKo,6571184,6648000,this era you know we have volume four,1,1
OOHQNaSebKo,6977280,7021440,this is the volume where sanji gets,1,1
OOHQNaSebKo,7338224,7418400,is volume 22 and 21 this is the only,1,1
OOHQNaSebKo,7718880,7848000,so this is volume 21 22 and if you put,1,1
OOHQNaSebKo,8565600,8629920,has like the most volumes because its,1,1
OOHQNaSebKo,8933760,9015840,volume 14 this is a pretty good one i,1,1
OOHQNaSebKo,9425760,9499680,start to see a volume cover taking up,1,1
OOHQNaSebKo,9611040,9656640,even one of the more recent volume,1,1
OOHQNaSebKo,9656640,9715200,on with the volume covers right now you,1,1
OOHQNaSebKo,9761760,9843360,here with big mom this is volume 87 and,1,1
OOHQNaSebKo,10343520,10418400,i wanted to focus on volume 20 is cool,1,1
OOHQNaSebKo,10418400,10502400,alright so volume 20 this is the height,1,1
OOHQNaSebKo,12651360,12702240,whole a this is the last volume of the,1,1
OOHQNaSebKo,13102080,13192320,okay so skipping a little bit to volume,1,1
OOHQNaSebKo,13572960,13632000,favorites this is volume 44 and going,1,1
OOHQNaSebKo,13632000,13735680,damn sure this is the first volume where,1,1
OOHQNaSebKo,14283840,14354880,actually have to vern i have two volumes,1,1
OOHQNaSebKo,14391344,14454240,piece by individual volume i bought this,1,1
OOHQNaSebKo,14641920,14705760,point of the first volume of thriller,1,1
OOHQNaSebKo,16534544,16599344,mind basically 50 51 volumes in we,1,1
OOHQNaSebKo,16683344,16762544,pirates 51 volumes way to go over thats,1,1
OOHQNaSebKo,16852304,16963680,is volume 53 this is amazon lily alright,1,1
OOHQNaSebKo,17210864,17282400,will follow up in the next volume this,1,1
OOHQNaSebKo,20644640,20761920,which is the first volume after the time,1,1
OOHQNaSebKo,20797920,20931360,this whole time so volume 1 again just,1,2
OOHQNaSebKo,22409760,22477440,i just love this and if i had volume 89,1,2
OOHQNaSebKo,22441904,22522064,which isnt out yet but if i had volume,1,1
OOHQNaSebKo,22651680,22688144,actually it started in volume before,1,1
OOHQNaSebKo,22963200,23036144,volumes um there was an interview with,1,1
OOHQNaSebKo,23375520,23437904,what were already at volume like 91,1,1
OOHQNaSebKo,23471984,23530544,volumes thats still like over a year,1,1
OOHQNaSebKo,23603040,23694720,know volume 101 or 102 you have to look,1,1
OOHQNaSebKo,23719200,23797440,that so i dont know volume 120 i think,1,1
OOHQNaSebKo,25336320,25417440,volumes when he says that i take that to,1,1
OOHQNaSebKo,25417440,25501440,volumes to a hundred and forty volumes,2,2
OOHQNaSebKo,25619520,25684800,like volume 102 thatll be the end like,1,1
dujEcT2NU6A,108800,160000,volume of a cylinder,1,0
dujEcT2NU6A,1132800,1264000,volume of an object is the amount of space occupied by it,1,0
dujEcT2NU6A,1756800,1814400,let us perform an activity to find volume of a cylinder,1,0
dujEcT2NU6A,2139200,2164800,finding volume of a cylinder,1,0
dujEcT2NU6A,2640000,2720000,therefore volume of a cylinder is equal to area of circle into height,1,0
3xblvhSSYmU,179840,272960,here with episode number 12 or volume 6,1,1
3xblvhSSYmU,272960,365584,penultimate episode of volume 6 which is,1,1
3xblvhSSYmU,1861760,1964000,for the rest of this volume otherwise it,1,1
3xblvhSSYmU,1964000,2057104,this volume might be building just,1,3
3xblvhSSYmU,1987024,2119520,something towards volume volume 7 saying,2,2
3xblvhSSYmU,2887040,2987360,i feel out of the past six volumes this,1,1
3xblvhSSYmU,9198080,9305440,absolutely superb this volume ive heard,1,1
3xblvhSSYmU,24443840,24544160,were gonna get something like a volume,1,1
